cfg,class,video,tag,psnr_y,psnr_u,psnr_v,overall_psnr,ssim_y,ms_ssim_y,vmaf,vmaf_neg,psnr_hvs,ciede2k,apsnr_y,apsnr_u,apsnr_v,overall_apsnr
AI,A2,RitualDance_1920x1080_5994_10bit_420.y4m,v5.0.0,-14.8217,-31.3549,-25.2712,-16.3101,-13.0878,-13.9147,-15.4669,-14.9447,-14.3461,-20.9958,-14.7645,-31.6287,-25.4018,-16.7941
AI,A2,RitualDance_1920x1080_5994_10bit_420.y4m,v6.0.0,-16.9469,-35.6322,-27.3531,-18.5431,-15.3259,-16.1422,-17.795,-17.3007,-16.5122,-23.6847,-16.8847,-35.8035,-27.4452,-19.0134
AI,A2,RitualDance_1920x1080_5994_10bit_420.y4m,v7.0.0,-18.0253,-39.1446,-29.7148,-19.85,-16.1619,-17.0599,-19.2213,-18.7356,-17.6255,-25.6958,-17.9615,-39.1893,-29.7394,-20.3661
AI,A2,RitualDance_1920x1080_5994_10bit_420.y4m,v8.0.0,-19.054,-40.4475,-33.4616,-21.0702,-17.1319,-17.9954,-20.2604,-19.7429,-18.7018,-27.2601,-18.9967,-40.5614,-33.6322,-21.627
AI,A2,Riverbed_1920x1080p25.y4m,v2.0.0,-4.2952,-8.5086,-20.275,-5.1712,-3.1078,-4.1934,-5.8023,-5.4731,-2.3081,-4.5925,-4.2947,-8.5103,-20.2883,-4.9695
AI,A2,Riverbed_1920x1080p25.y4m,v3.0.0,-6.1383,-13.2588,-24.7533,-7.2783,-4.1079,-5.6701,-6.9304,-6.4028,-4.0773,-8.0065,-6.1388,-13.2589,-24.7637,-7.0118
AI,A2,Riverbed_1920x1080p25.y4m,v4.0.0,-8.3657,-19.0631,-34.0101,-10.0231,-5.7736,-7.7294,-9.4034,-8.6489,-6.1472,-11.6241,-8.3656,-19.0623,-34.0152,-9.7093
AI,A2,Riverbed_1920x1080p25.y4m,v5.0.0,-8.7618,-21.3372,-40.6249,-10.8315,-6.0753,-8.0864,-9.9417,-9.0771,-6.6678,-13.026,-8.762,-21.3323,-40.6177,-10.4335
AI,A2,Riverbed_1920x1080p25.y4m,v6.0.0,-11.5399,-23.7348,-44.1233,-13.7109,-8.6026,-10.3873,-12.2222,-11.356,-10.8082,-17.2519,-11.5398,-23.7358,-44.1216,-13.2399
AI,A2,Riverbed_1920x1080p25.y4m,v7.0.0,-12.0259,-23.5761,-43.2701,-14.0415,-8.8556,-10.7569,-12.9641,-12.0748,-11.0901,-17.3435,-12.0261,-23.5672,-43.2576,-13.6887
AI,A2,Riverbed_1920x1080p25.y4m,v8.0.0,-12.1547,-23.8066,-43.6685,-14.1944,-8.8649,-10.7357,-13.4205,-12.4458,-11.1377,-17.4398,-12.1549,-23.803,-43.6537,-13.8195
AI,A2,RushFieldCuts_1920x1080_2997.y4m,v2.0.0,-1.5748,-5.8308,-10.0142,-2.1755,-2.2067,-2.23,-1.9587,-2.025,-0.9336,-2.9538,-1.5759,-5.8306,-10.0215,-2.044
AI,A2,RushFieldCuts_1920x1080_2997.y4m,v3.0.0,-2.8178,-8.9791,-11.0803,-3.5137,-3.4026,-3.3868,-5.0533,-4.0519,-2.105,-5.9838,-2.8195,-8.9833,-11.0873,-3.3598
AI,A2,RushFieldCuts_1920x1080_2997.y4m,v4.0.0,-4.8462,-14.469,-15.2006,-5.7913,-5.5291,-5.6132,-6.8762,-5.9917,-4.3015,-9.3122,-4.8478,-14.4696,-15.2054,-5.6394
AI,A2,RushFieldCuts_1920x1080_2997.y4m,v5.0.0,-5.5835,-23.6684,-20.4566,-7.2472,-6.0397,-6.1368,-7.5265,-6.7385,-5.4471,-14.1732,-5.5852,-23.6692,-20.4596,-7.0834
AI,A2,RushFieldCuts_1920x1080_2997.y4m,v6.0.0,-7.095,-25.3332,-22.4369,-8.8104,-7.5118,-7.4344,-9.4177,-8.37,-7.8921,-16.97,-7.0945,-25.3317,-22.4386,-8.7133
AI,A2,RushFieldCuts_1920x1080_2997.y4m,v7.0.0,-7.5993,-25.4934,-21.4408,-9.2075,-7.8324,-7.784,-9.8201,-8.918,-8.2688,-17.5086,-7.6007,-25.4922,-21.4438,-9.187
AI,A2,RushFieldCuts_1920x1080_2997.y4m,v8.0.0,-7.8018,-25.4222,-21.2388,-9.3763,-8.0812,-7.9954,-10.1958,-9.1911,-8.442,-17.6167,-7.8034,-25.4239,-21.2436,-9.3594
AI,A2,Skater227_1920x1080_30fps.y4m,v2.0.0,-7.5865,-7.3525,-12.4644,-7.9283,-6.6273,-7.2644,-9.6604,-9.64,-7.6234,-9.5226,-7.7718,-7.3939,-12.5646,-8.07
AI,A2,Skater227_1920x1080_30fps.y4m,v3.0.0,-11.256,-9.1586,-16.0806,-11.4587,-9.8511,-10.6633,-10.2726,-11.0454,-10.9321,-13.0737,-11.377,-9.1762,-16.1023,-11.5392
AI,A2,Skater227_1920x1080_30fps.y4m,v4.0.0,-13.6615,-16.0283,-21.503,-14.4292,-11.8389,-12.8373,-13.532,-13.7694,-13.46,-16.2488,-13.7915,-16.1092,-21.5342,-14.3956
AI,A2,Skater227_1920x1080_30fps.y4m,v5.0.0,-16.2352,-17.946,-23.3697,-16.8993,-14.3571,-15.4107,-15.9162,-16.4326,-15.8628,-18.168,-16.3379,-18.0272,-23.4491,-16.8572
AI,A2,Skater227_1920x1080_30fps.y4m,v6.0.0,-17.6025,-20.8571,-25.8171,-18.4683,-15.9932,-17.0223,-16.9847,-17.3783,-17.5077,-21.8042,-17.7086,-20.8326,-25.8468,-18.4472
AI,A2,Skater227_1920x1080_30fps.y4m,v7.0.0,-18.4006,-23.5831,-27.2698,-19.4658,-16.5341,-17.6227,-18.61,-19.0005,-18.3743,-22.7783,-18.5284,-23.5929,-27.3296,-19.4915
AI,A2,Skater227_1920x1080_30fps.y4m,v8.0.0,-18.7223,-24.1009,-27.6011,-19.8022,-16.7668,-17.8698,-18.6217,-19.0726,-18.6645,-23.2777,-18.8286,-24.0937,-27.6979,-19.8038
AI,A2,ToddlerFountainCropped_1080x1080p2997_yuv420p10le_130frames.y4m,v2.0.0,-2.3708,-38.214,-46.9577,-5.4977,-2.4108,-2.4274,-2.964,-2.6754,-3.6566,-12.6647,-2.3704,-38.2267,-46.9533,-4.2338
AI,A2,ToddlerFountainCropped_1080x1080p2997_yuv420p10le_130frames.y4m,v3.0.0,-3.8925,-44.0958,-51.3435,-7.3979,-2.7176,-3.369,-4.1228,-3.3742,-4.4175,-16.9637,-3.8929,-44.0659,-51.3271,-5.8719
AI,A2,ToddlerFountainCropped_1080x1080p2997_yuv420p10le_130frames.y4m,v4.0.0,-6.1755,-47.2642,-55.3724,-9.8573,-4.7418,-5.6769,-6.2043,-5.5409,-6.4884,-20.345,-6.1761,-47.2132,-55.3638,-8.3857
AI,A2,ToddlerFountainCropped_1080x1080p2997_yuv420p10le_130frames.y4m,v5.0.0,-6.8892,-49.5194,-68.8929,-11.5699,-5.0977,-6.1082,-7.3588,-6.5747,-7.4995,-23.3996,-6.8896,-49.4676,-68.8716,-9.8282
AI,A2,ToddlerFountainCropped_1080x1080p2997_yuv420p10le_130frames.y4m,v6.0.0,-9.0721,-54.1102,-72.2553,-13.9518,-7.363,-8.3321,-9.1742,-8.5329,-9.7299,-27.1898,-9.0722,-54.1155,-72.2471,-12.1172
AI,A2,ToddlerFountainCropped_1080x1080p2997_yuv420p10le_130frames.y4m,v7.0.0,-9.7727,-54.8758,-72.4283,-14.7035,-7.7777,-8.9148,-10.0097,-9.4608,-10.3937,-28.3123,-9.7729,-54.8578,-72.4055,-12.9553
AI,A2,ToddlerFountainCropped_1080x1080p2997_yuv420p10le_130frames.y4m,v8.0.0,-9.9328,-56.5526,-73.394,-15.0198,-7.9428,-9.1423,-10.1576,-9.6631,-10.5568,-28.747,-9.9331,-56.5277,-73.363,-13.1741
AI,A2,TreesAndGrass_1920_1080_30fps_8bit.y4m,v2.0.0,-0.9423,-10.8451,-27.8357,-2.3581,-1.3325,-1.364,-4.4857,-4.1786,-0.5596,-3.0447,-0.9257,-10.7971,-27.8638,-1.4225
AI,A2,TreesAndGrass_1920_1080_30fps_8bit.y4m,v3.0.0,-2.4432,-14.4037,-29.5296,-3.9785,-2.4845,-2.1939,-6.3754,-5.4626,-1.8917,-4.6258,-2.4326,-14.4093,-29.5501,-3.028
AI,A2,TreesAndGrass_1920_1080_30fps_8bit.y4m,v4.0.0,-4.8922,-17.7686,-35.5435,-6.6306,-4.2847,-4.3603,-9.6111,-8.4874,-4.0879,-7.5732,-4.8813,-17.6703,-35.5533,-5.5507
AI,A2,TreesAndGrass_1920_1080_30fps_8bit.y4m,v5.0.0,-5.5232,-19.4991,-34.8884,-7.2536,-4.9408,-5.0611,-10.9107,-9.7828,-4.9325,-8.3372,-5.5083,-19.4033,-34.8998,-6.2381
AI,A2,TreesAndGrass_1920_1080_30fps_8bit.y4m,v6.0.0,-6.63,-22.1682,-37.7219,-8.5534,-6.2883,-6.2551,-12.7314,-11.5168,-7.1767,-10.1945,-6.6133,-22.0023,-37.7178,-7.4645
AI,A2,TreesAndGrass_1920_1080_30fps_8bit.y4m,v7.0.0,-6.9025,-23.7499,-40.9068,-9.1168,-6.5121,-6.5031,-13.6805,-12.568,-7.4854,-10.9256,-6.8824,-23.5696,-40.8939,-7.8349
AI,A2,TreesAndGrass_1920_1080_30fps_8bit.y4m,v8.0.0,-7.128,-24.648,-41.4519,-9.4051,-6.8061,-6.9375,-14.2578,-13.1044,-7.8161,-11.3901,-7.1058,-24.4268,-41.429,-8.0871
AI,A2,TunnelFlag_1920x1080_5994_10bit_420.y4m,v2.0.0,-9.4341,-20.114,-27.274,-10.9573,-6.7719,-7.7772,-13.3804,-11.7384,-8.8692,-13.8728,-9.4325,-20.1137,-27.3162,-10.5845
AI,A2,TunnelFlag_1920x1080_5994_10bit_420.y4m,v3.0.0,-14.9295,-24.0107,-32.8311,-16.4438,-9.913,-11.9193,-20.8732,-18.3317,-13.168,-18.9746,-14.9286,-24.0038,-32.8621,-16.0238
AI,A2,TunnelFlag_1920x1080_5994_10bit_420.y4m,v4.0.0,-20.0668,-32.8329,-58.7066,-23.1887,-15.2557,-17.5172,-24.9633,-22.5362,-18.6168,-25.3834,-20.0659,-32.807,-58.6908,-22.0065
AI,A2,TunnelFlag_1920x1080_5994_10bit_420.y4m,v5.0.0,-22.9788,-59.3643,-65.0672,-27.8946,-17.4819,-19.8005,-28.2777,-25.9642,-22.1985,-37.8216,-22.979,-59.3211,-65.043,-26.4245
AI,A2,TunnelFlag_1920x1080_5994_10bit_420.y4m,v6.0.0,-25.6659,-62.7425,-66.9171,-30.6248,-20.4168,-22.7796,-30.8629,-28.6152,-25.0684,-41.4099,-25.6661,-62.7067,-66.8815,-29.2001
AI,A2,TunnelFlag_1920x1080_5994_10bit_420.y4m,v7.0.0,-27.2165,-67.7154,-71.4904,-32.6755,-21.7538,-24.208,-32.7662,-30.5407,-26.6542,-44.318,-27.2162,-67.6767,-71.3978,-31.0286
AI,A2,TunnelFlag_1920x1080_5994_10bit_420.y4m,v8.0.0,-29.6247,-71.0113,-73.5579,-35.2265,-24.1718,-26.7201,-34.3986,-32.4425,-29.2663,-47.2661,-29.6252,-70.9723,-73.5024,-33.4997
AI,A2,Vertical_bees_1080x1920_2997.y4m,v2.0.0,-6.0469,-7.4991,-8.3465,-6.2384,-4.5184,-5.7334,-6.2335,-6.2993,-4.5504,-4.905,-6.0497,-7.4936,-8.3849,-6.2825
AI,A2,Vertical_bees_1080x1920_2997.y4m,v3.0.0,-8.908,-9.8959,-9.3862,-8.984,-6.8012,-8.3463,-7.724,-7.7514,-6.9535,-7.6028,-8.9107,-9.8917,-9.2417,-9.035
AI,A2,Vertical_bees_1080x1920_2997.y4m,v4.0.0,-10.9922,-12.0517,-14.1044,-11.2055,-8.3718,-10.131,-10.3928,-10.0374,-8.9293,-10.0449,-10.9951,-12.0488,-14.0876,-11.2605
AI,A2,Vertical_bees_1080x1920_2997.y4m,v5.0.0,-12.055,-14.7506,-15.4998,-12.3803,-9.4701,-11.1924,-11.4358,-11.1163,-10.0307,-11.523,-12.0576,-14.7506,-15.4458,-12.4933
AI,A2,Vertical_bees_1080x1920_2997.y4m,v6.0.0,-14.3917,-17.6034,-20.191,-14.8676,-11.3189,-12.9397,-13.0347,-12.7568,-13.3086,-15.4981,-14.3938,-17.6015,-20.1312,-14.993
AI,A2,Vertical_bees_1080x1920_2997.y4m,v7.0.0,-15.1095,-19.3028,-20.1019,-15.6033,-11.726,-13.444,-13.893,-13.5726,-13.9142,-16.9181,-15.1116,-19.3001,-20.0003,-15.7641
AI,A2,Vertical_bees_1080x1920_2997.y4m,v8.0.0,-15.5062,-19.5387,-19.8006,-15.9577,-11.9531,-13.6694,-14.5834,-14.2196,-14.1499,-17.2824,-15.5085,-19.5376,-19.6573,-16.12
AI,A2,WorldCup_1920x1080_30p.y4m,v2.0.0,-6.1798,-9.2512,-10.2009,-6.5382,-7.5463,-7.9294,-7.3638,-7.4951,-5.634,-4.8158,-6.1673,-9.2727,-10.2469,-6.4857
AI,A2,WorldCup_1920x1080_30p.y4m,v3.0.0,-9.0921,-11.8816,-13.1332,-9.4298,-9.5247,-10.1993,-7.8682,-8.4565,-8.1913,-8.1142,-9.0881,-11.8814,-13.1712,-9.3511
AI,A2,WorldCup_1920x1080_30p.y4m,v4.0.0,-13.5376,-18.087,-19.0219,-14.0699,-13.3008,-14.1202,-14.4521,-14.0765,-12.567,-12.9373,-13.5372,-18.0963,-19.0479,-14.0313
AI,A2,WorldCup_1920x1080_30p.y4m,v5.0.0,-16.0144,-20.07,-20.0587,-16.4459,-15.3034,-16.1822,-17.5193,-16.9201,-14.7571,-14.6881,-16.0122,-20.0735,-20.0914,-16.4192
AI,A2,WorldCup_1920x1080_30p.y4m,v6.0.0,-18.7639,-27.6989,-26.088,-19.6918,-17.368,-18.1702,-19.1939,-18.6078,-18.706,-23.636,-18.7602,-27.6967,-26.1104,-19.7142
AI,A2,WorldCup_1920x1080_30p.y4m,v7.0.0,-19.9366,-31.7,-27.684,-21.0623,-18.3101,-19.1686,-20.6488,-20.122,-19.9284,-26.0567,-19.9263,-31.6909,-27.6988,-21.0549
AI,A2,WorldCup_1920x1080_30p.y4m,v8.0.0,-20.726,-33.2078,-28.4258,-21.893,-18.914,-19.8269,-21.2464,-20.8211,-20.6463,-27.1206,-20.7207,-33.2046,-28.4368,-21.8787
AI,A3,ControlledBurn_1280x720p30_420.y4m,v2.0.0,-2.6665,-18.1903,-21.0887,-4.2343,-3.2402,-3.1981,-3.6176,-3.8756,-3.6869,-7.4994,-2.6662,-18.2102,-21.0978,-3.3293
AI,A3,ControlledBurn_1280x720p30_420.y4m,v3.0.0,-4.1547,-19.3909,-23.6868,-5.7598,-4.4231,-4.5747,-3.38,-3.8386,-4.779,-8.7062,-4.1543,-19.4085,-23.6983,-4.8406
AI,A3,ControlledBurn_1280x720p30_420.y4m,v4.0.0,-6.6857,-26.6288,-28.6872,-8.6737,-6.4752,-6.8471,-5.8869,-6.3098,-7.0824,-12.0897,-6.6859,-26.6359,-28.6858,-7.5437
AI,A3,ControlledBurn_1280x720p30_420.y4m,v5.0.0,-7.6133,-28.9442,-32.088,-9.8132,-7.2031,-7.5958,-7.9414,-8.1559,-8.094,-13.6064,-7.6134,-28.959,-32.0901,-8.5663
AI,A3,ControlledBurn_1280x720p30_420.y4m,v6.0.0,-9.1137,-34.6276,-37.2303,-11.7365,-8.9407,-9.3311,-8.8279,-9.3514,-9.7629,-16.1982,-9.1141,-34.6306,-37.2194,-10.2201
AI,A3,ControlledBurn_1280x720p30_420.y4m,v7.0.0,-9.5975,-39.2411,-39.7402,-12.6075,-9.3248,-9.7611,-9.4561,-10.102,-10.2975,-17.6199,-9.5975,-39.2432,-39.7272,-10.8645
AI,A3,ControlledBurn_1280x720p30_420.y4m,v8.0.0,-9.7683,-40.288,-40.2661,-12.8545,-9.5931,-10.0193,-9.7268,-10.4339,-10.4723,-17.8977,-9.7686,-40.2773,-40.2463,-11.051
AI,A3,DrivingPOV_1280x720p_5994_10bit_420.y4m,v2.0.0,-3.366,-12.8458,-24.5882,-4.6148,-4.2985,-4.0307,-3.3036,-3.5225,-4.5733,-8.715,-3.3653,-12.8505,-24.598,-4.2728
AI,A3,DrivingPOV_1280x720p_5994_10bit_420.y4m,v3.0.0,-5.1678,-17.1657,-27.6714,-6.5905,-5.572,-5.4041,-4.8384,-4.8539,-5.8071,-11.2093,-5.1663,-17.1657,-27.6802,-6.1969
AI,A3,DrivingPOV_1280x720p_5994_10bit_420.y4m,v4.0.0,-7.967,-23.2282,-35.6718,-9.7931,-8.1562,-8.1919,-7.727,-7.5417,-8.6828,-15.4184,-7.9655,-23.2187,-35.6742,-9.3698
AI,A3,DrivingPOV_1280x720p_5994_10bit_420.y4m,v5.0.0,-9.3962,-25.1522,-40.8463,-11.4406,-9.3517,-9.393,-9.9136,-9.6755,-10.1479,-17.6297,-9.394,-25.1459,-40.8411,-11.0825
AI,A3,DrivingPOV_1280x720p_5994_10bit_420.y4m,v6.0.0,-10.8809,-27.0635,-44.0765,-13.0264,-11.0589,-11.1077,-11.6514,-11.5196,-11.7379,-19.6134,-10.8766,-27.064,-44.0725,-12.6737
AI,A3,DrivingPOV_1280x720p_5994_10bit_420.y4m,v7.0.0,-11.7896,-29.8661,-43.7623,-13.9865,-11.9724,-12.0299,-12.833,-12.8076,-12.6453,-20.8961,-11.7866,-29.8633,-43.7442,-13.6563
AI,A3,DrivingPOV_1280x720p_5994_10bit_420.y4m,v8.0.0,-12.2485,-30.0607,-44.296,-14.4373,-12.5992,-12.6238,-13.2714,-13.2541,-13.0702,-21.271,-12.245,-30.0553,-44.2879,-14.1044
AI,A3,Johnny_1280x720_60.y4m,v2.0.0,-5.7298,-14.1281,-10.6776,-6.5166,-5.8971,-5.5371,-6.5204,-6.4922,-6.4587,-9.7347,-5.7298,-14.1392,-10.7185,-6.505
AI,A3,Johnny_1280x720_60.y4m,v3.0.0,-7.7036,-10.9762,-9.3914,-7.9944,-7.5918,-7.1027,-6.7033,-6.7703,-7.668,-9.8743,-7.703,-10.9881,-9.4324,-8.0132
AI,A3,Johnny_1280x720_60.y4m,v4.0.0,-11.7077,-18.8924,-18.6627,-12.5428,-11.4028,-11.1002,-12.4736,-11.6373,-11.594,-15.2923,-11.7059,-18.9015,-18.6945,-12.5213
AI,A3,Johnny_1280x720_60.y4m,v5.0.0,-15.4217,-22.918,-22.5542,-16.3151,-14.7714,-14.7622,-16.6998,-16.1084,-15.2383,-19.5132,-15.4202,-22.9211,-22.5766,-16.2967
AI,A3,Johnny_1280x720_60.y4m,v6.0.0,-17.0046,-26.1686,-25.8855,-18.0999,-16.1081,-16.0316,-18.0689,-17.6374,-16.8219,-21.6343,-17.0036,-26.1588,-25.907,-18.062
AI,A3,Johnny_1280x720_60.y4m,v7.0.0,-18.1032,-27.5698,-26.0396,-19.163,-17.0017,-17.0338,-19.7888,-19.1745,-17.7796,-22.6415,-18.1013,-27.5593,-26.0504,-19.1454
AI,A3,Johnny_1280x720_60.y4m,v8.0.0,-19.1233,-29.3191,-27.9265,-20.274,-17.8844,-17.9331,-20.4971,-20.0937,-18.8215,-24.042,-19.1224,-29.3218,-27.931,-20.2468
AI,A3,KristenAndSara_1280x720_60.y4m,v2.0.0,-4.9557,-13.7629,-14.5936,-5.964,-5.2327,-5.1082,-5.1161,-5.1925,-5.9157,-9.5598,-4.9557,-13.7642,-14.5832,-5.9566
AI,A3,KristenAndSara_1280x720_60.y4m,v3.0.0,-7.2878,-13.5757,-14.8858,-8.0393,-7.2016,-7.077,-6.8318,-6.4988,-7.47,-11.3368,-7.288,-13.5821,-14.8854,-8.0352
AI,A3,KristenAndSara_1280x720_60.y4m,v4.0.0,-11.0512,-21.4249,-24.6436,-12.3741,-10.4261,-10.3523,-10.9471,-10.4685,-11.3459,-16.0591,-11.0507,-21.4263,-24.635,-12.3418
AI,A3,KristenAndSara_1280x720_60.y4m,v5.0.0,-14.1442,-24.9725,-27.1042,-15.4701,-13.1187,-13.1502,-14.7187,-14.2546,-14.385,-19.1378,-14.1439,-24.9702,-27.0956,-15.4742
AI,A3,KristenAndSara_1280x720_60.y4m,v6.0.0,-16.1762,-28.8688,-30.1173,-17.6642,-14.9806,-15.052,-17.8936,-17.0339,-16.322,-22.0678,-16.1768,-28.8676,-30.1055,-17.6692
AI,A3,KristenAndSara_1280x720_60.y4m,v7.0.0,-17.0927,-32.4316,-30.1764,-18.6894,-16.0073,-16.1071,-19.0815,-18.3635,-17.375,-23.3735,-17.0919,-32.4234,-30.1691,-18.723
AI,A3,KristenAndSara_1280x720_60.y4m,v8.0.0,-18.9335,-34.5699,-32.5653,-20.5753,-17.9415,-18.0461,-20.8392,-20.1005,-19.3131,-25.6512,-18.9337,-34.5587,-32.5572,-20.5945
AI,A3,RollerCoaster_1280x720p_5994_10bit_420.y4m,v2.0.0,-5.1076,-3.0888,-10.0778,-5.2164,-5.4252,-5.5446,-5.4916,-5.7359,-4.6716,-5.1534,-5.115,-3.0986,-10.126,-5.2446
AI,A3,RollerCoaster_1280x720p_5994_10bit_420.y4m,v3.0.0,-7.377,-3.665,-12.6999,-7.4195,-7.1499,-7.4285,-6.9017,-7.1125,-6.3643,-6.9349,-7.3885,-3.6704,-12.7211,-7.3584
AI,A3,RollerCoaster_1280x720p_5994_10bit_420.y4m,v4.0.0,-10.6098,-11.5092,-26.7116,-11.3937,-10.2297,-10.6864,-9.5282,-9.5129,-9.7315,-12.0049,-10.6174,-11.5267,-26.7494,-11.6157
AI,A3,RollerCoaster_1280x720p_5994_10bit_420.y4m,v5.0.0,-12.1966,-13.2181,-29.7164,-13.0685,-11.3016,-11.9193,-11.1495,-11.0919,-11.06,-14.179,-12.2071,-13.2326,-29.7424,-13.3953
AI,A3,RollerCoaster_1280x720p_5994_10bit_420.y4m,v6.0.0,-13.8317,-14.6237,-32.3242,-14.7428,-13.1332,-13.7193,-12.9397,-12.8197,-12.7212,-16.5336,-13.8415,-14.6373,-32.3137,-15.0579
AI,A3,RollerCoaster_1280x720p_5994_10bit_420.y4m,v7.0.0,-14.5765,-15.3494,-32.5832,-15.4688,-13.6158,-14.2519,-14.0797,-13.9159,-13.3338,-17.3106,-14.5872,-15.3639,-32.5697,-15.8117
AI,A3,RollerCoaster_1280x720p_5994_10bit_420.y4m,v8.0.0,-14.9497,-15.1753,-32.946,-15.8135,-13.972,-14.6362,-14.2409,-14.1049,-13.6529,-17.6521,-14.9582,-15.1874,-32.9441,-16.1355
AI,A3,Vidyo3_1280x720p_60fps.y4m,v2.0.0,-3.9823,-20.0008,-19.2822,-5.4138,-4.9572,-4.8852,-3.8925,-4.0241,-4.9307,-8.8571,-3.986,-20.0604,-19.3046,-5.1366
AI,A3,Vidyo3_1280x720p_60fps.y4m,v3.0.0,-5.7614,-17.6479,-22.5718,-7.1612,-5.8963,-5.8039,-5.1513,-5.4039,-6.1271,-9.919,-5.7635,-17.6326,-22.596,-6.891
AI,A3,Vidyo3_1280x720p_60fps.y4m,v4.0.0,-9.8203,-28.488,-26.2173,-11.4472,-9.9266,-9.9276,-10.2426,-9.67,-9.8204,-16.0822,-9.8226,-28.5187,-26.2416,-11.131
AI,A3,Vidyo3_1280x720p_60fps.y4m,v5.0.0,-12.2976,-27.9917,-29.3573,-13.8915,-12.2638,-12.3989,-13.3099,-13.1129,-12.3143,-17.6005,-12.2992,-27.9897,-29.3698,-13.6367
AI,A3,Vidyo3_1280x720p_60fps.y4m,v6.0.0,-14.6176,-35.756,-35.6445,-16.6966,-14.4833,-14.4835,-16.2129,-15.7672,-14.6934,-22.9315,-14.618,-35.7557,-35.6499,-16.2288
AI,A3,Vidyo3_1280x720p_60fps.y4m,v7.0.0,-15.4968,-36.8423,-38.3588,-17.7079,-15.3523,-15.3786,-16.9255,-16.4398,-15.5394,-24.4537,-15.4952,-36.8434,-38.3574,-17.2462
AI,A3,Vidyo3_1280x720p_60fps.y4m,v8.0.0,-16.2055,-37.8496,-39.8342,-18.4754,-15.8163,-15.8669,-16.7704,-16.4795,-16.2046,-25.6087,-16.2059,-37.8365,-39.8339,-17.9686
AI,A3,Vidyo4_1280x720p_60fps.y4m,v2.0.0,-5.3748,-17.0967,-14.6655,-6.5129,-4.7725,-4.9184,-5.6866,-5.7856,-5.9673,-10.2306,-5.3703,-17.0982,-14.6878,-6.2855
AI,A3,Vidyo4_1280x720p_60fps.y4m,v3.0.0,-7.6446,-18.8223,-17.2532,-8.7608,-6.9193,-7.0268,-6.7587,-6.9181,-7.9972,-11.7161,-7.6408,-18.8309,-17.2707,-8.5302
AI,A3,Vidyo4_1280x720p_60fps.y4m,v4.0.0,-11.3989,-24.5959,-22.2361,-12.6956,-10.0525,-10.308,-12.047,-11.3189,-11.4836,-15.7507,-11.3892,-24.5984,-22.2413,-12.4443
AI,A3,Vidyo4_1280x720p_60fps.y4m,v5.0.0,-13.7865,-25.9455,-22.9197,-14.9297,-12.1782,-12.4793,-14.2701,-13.7894,-13.733,-17.4414,-13.7763,-25.9562,-22.9257,-14.7294
AI,A3,Vidyo4_1280x720p_60fps.y4m,v6.0.0,-15.6888,-29.0842,-26.3243,-16.9938,-13.9918,-14.3014,-16.8564,-15.9574,-15.5374,-20.6617,-15.6786,-29.083,-26.3282,-16.7521
AI,A3,Vidyo4_1280x720p_60fps.y4m,v7.0.0,-16.4926,-32.862,-28.5675,-18.055,-14.6496,-14.981,-17.5796,-16.6672,-16.4042,-22.1957,-16.4838,-32.8529,-28.5766,-17.7514
AI,A3,Vidyo4_1280x720p_60fps.y4m,v8.0.0,-17.0322,-33.4445,-28.9575,-18.5866,-14.9221,-15.2982,-17.6904,-17.0294,-16.7664,-23.0307,-17.019,-33.437,-28.9619,-18.2745
AI,A3,WestWindEasy_1280x720p30_420.y4m,v2.0.0,-3.4772,-24.5377,-24.2245,-5.4268,-3.1743,-3.4114,-1.9487,-2.6805,-3.8951,-9.3776,-3.4816,-24.5188,-24.1805,-4.21
AI,A3,WestWindEasy_1280x720p30_420.y4m,v3.0.0,-6.9475,-29.6353,-30.4884,-9.1365,-5.2808,-5.6195,-4.0458,-4.7686,-6.5019,-12.679,-6.9525,-29.592,-30.4466,-7.7609
AI,A3,WestWindEasy_1280x720p30_420.y4m,v4.0.0,-10.5682,-37.4876,-39.3282,-13.3523,-8.1094,-8.5471,-9.4462,-9.5447,-10.0478,-19.0277,-10.5701,-37.4506,-39.3027,-11.6662
AI,A3,WestWindEasy_1280x720p30_420.y4m,v5.0.0,-12.0588,-41.3428,-37.7518,-14.7854,-9.4564,-9.9357,-11.134,-11.4114,-11.4625,-20.6308,-12.0648,-41.3077,-37.7236,-13.1576
AI,A3,WestWindEasy_1280x720p30_420.y4m,v6.0.0,-14.3212,-51.4027,-45.626,-17.8485,-12.0108,-12.451,-15.0331,-15.6295,-14.2944,-24.7816,-14.3233,-51.3568,-45.5413,-15.6344
AI,A3,WestWindEasy_1280x720p30_420.y4m,v7.0.0,-14.9726,-60.3976,-52.9143,-19.5104,-12.5877,-13.0737,-16.2006,-16.6732,-15.1469,-28.3126,-14.9748,-60.3759,-52.7446,-16.5248
AI,A3,WestWindEasy_1280x720p30_420.y4m,v8.0.0,-20.2632,-63.5969,-57.4676,-24.6984,-18.5768,-19.1238,-22.5203,-23.1195,-20.8816,-33.4088,-20.2695,-63.5919,-57.4333,-21.7829
AI,A4,BlueSky_360p25_v2.y4m,v2.0.0,-1.5934,-7.1998,-21.4654,-2.5976,-3.4462,-3.3121,-1.773,-1.4927,-1.1867,-5.1713,-1.5905,-7.2017,-21.4823,-2.5441
